avg_area_income,avg_area_house_age,avg_area_roomNb,avg_area_bedroomNb,area_population,house_price,house_address
83940,5.39,7,3,34602,1492033,"794 Yates Street
Evantown, NC 85488-4306"
54920,6.83,6,3,22836,831169,"14759 Krystal Meadows
East Marietown, WV 05231-6857"
65555,5.09,8,6,39240,1130677,"3439 Kevin Prairie Suite 250
Port Carrieshire, LA 08771-9810"
60168,5.24,6,3,33460,737202,"USCGC Gregory
FPO AA 74769-0342"
52541,5.38,7,3,32090,578309,"7817 Nicholas Ridges Apt. 223
East Claireland, WA 46595-0741"
57183,7.12,5,4,39293,1112223,"6589 Kirsten Club Suite 430
Evanfurt, WI 89389-6210"
55470,5.69,7,2,36246,962532,"568 Johnston Mountain
New Janice, AL 53432-9841"
67877,5.68,6,2,19524,843651,"8391 Butler Falls
New Brianmouth, NY 39629-1620"
69440,5.07,8,5,33996,1217268,"7703 Renee Ramp
West Melissa, MS 25289-3224"
51874,5.61,7,3,26198,450307,"963 Sara Loop Apt. 633
South Nicholas, GU 41356-6332"
75656,7.43,7,3,31225,1663473,"2798 Vasquez Crossroad Suite 141
Port Joseph, MA 15535-7191"
83973,5.94,5,4,20160,1164616,"14239 Joseph Center
West Jacobshire, UT 99662"
65988,5.76,6,3,31772,1263018,"1148 Roy Forges
Maysfurt, HI 73926"
94292,5.99,7,5,53621,2197437,"1591 Yvonne Crossing
Port Joel, TX 68862"
62938,6.62,8,3,48947,1721262,"041 Welch Manors
Lake Christinechester, MN 69773"
72125,6.18,8,5,45416,1670909,"7515 Thomas Fields Suite 476
Lake Vincentfurt, IA 79394-3666"
56398,5.79,7,4,50910,1148750,"03001 Debra Shores
East Stacy, MH 92725"
50666,7.39,7,5,29726,1154883,"03710 Solis Dam
Holdenton, MO 26586-8244"
89476,6.89,5,2,31070,1707270,"54863 Warner Greens Suite 781
Port Larryville, MT 49021"
45634,6.73,7,2,42372,1108407,"525 Ashley Course
Lake Michelleville, MA 95610"
66876,5.70,8,4,28819,1256599,"183 Desiree Canyon Suite 266
Robertstad, DE 70798"
57850,6.56,6,2,43049,1180968,"178 Joseph Loaf Apt. 163
West Sabrinahaven, SC 26944-4910"
62881,6.18,7,2,22580,905436,"19620 Michael Springs Suite 422
Lamberthaven, AR 36069-6167"
61091,6.00,8,4,46537,1450123,"997 Sierra Fords
West Daniel, DE 34733"
65973,6.40,9,3,40765,1382811,"61483 Petersen Summit
Lake Arthurborough, AS 27692-7206"
70281,4.63,6,2,38916,868694,"3225 Boyle Circle Suite 725
North Hollyburgh, WI 05753-3986"
74428,6.27,6,2,49466,1471747,"91582 Fischer Rapids Suite 372
Richardsonchester, PR 55240"
49500,5.90,8,5,25187,676378,"9096 Ward Shore
Port Carlabury, GA 64069"
88906,6.19,6,2,26965,1462422,"0473 Morris Flats
New Leroyshire, HI 31260-9923"
63858,5.48,7,5,23808,1036782,"8114 James Inlet Suite 307
West Laurashire, LA 72150"
64044,5.22,6,4,58888,1122967,"485 Wood Path Apt. 959
New Williamburgh, WI 99140"
73035,7.55,8,4,43408,1877074,"PSC 2539, Box 1949
APO AP 85899"
77722,4.72,8,6,57288,1657363,"494 Knox Throughway Suite 683
Port Henry, DE 40842"
69186,6.42,9,6,50097,1757396,"2769 Nicole Mews Apt. 063
North Deborahburgh, OR 42909"
67203,7.21,7,6,44610,1539085,"18136 Torres Square Apt. 467
Lindsaymouth, NE 24349-0488"
69446,6.76,9,6,47025,1738788,"68483 Jones Overpass Apt. 040
Port April, OH 93290-6834"
68700,6.99,7,2,22481,1189467,"5168 Autumn Highway Apt. 269
East Breannaton, VA 79397-5860"
56671,6.85,6,4,54543,1316794,"93965 Gonzalez Gardens
Lake Daniellestad, IN 42545"
76825,6.17,7,4,43905,1542971,"4057 Cunningham Springs Apt. 169
South Debrabury, MI 12839"
62847,6.02,5,2,34629,1024973,"5574 Louis Port
Cortezhaven, ME 14097-3315"
73086,6.65,6,4,28913,1353182,"007 Sheri Lodge
Norrisland, AZ 62078-3739"
70073,5.81,8,6,43182,1594089,"79897 Nguyen Camp Suite 280
New Stephanie, FM 56217-6206"
74882,4.13,8,5,60895,1501048,"864 Aguilar Cape
Baldwinland, AK 57237"
53288,4.20,7,3,48927,810537,"891 Jordan Mount Apt. 352
North Donburgh, OK 39669"
74246,5.08,6,4,53039,1270298,"999 Gonzalez Oval
Rogersport, NV 61059-8865"
83112,6.10,7,4,44877,1591023,"835 Michael Flats Suite 624
Bergerfurt, NC 15580-5441"
65244,4.95,8,6,26710,1040653,"3207 Jose Fort
Johnfort, ME 58884"
62927,6.50,6,2,6249,639472,"81712 Ashley Manors Suite 091
New Richard, OH 46319"
53302,7.58,6,2,33223,867898,"04871 Bryan Parkway Apt. 086
Lake Marcialand, TX 90004-7156"
54966,4.36,7,4,47461,776126,"25712 Hawkins Rest Apt. 871
Matthewbury, DC 05254"
73705,7.51,7,2,11638,1202844,"62309 Campos Tunnel
East Bruceshire, WY 96408"
64675,5.79,6,3,53743,1346380,"989 Carter Crest
Alexburgh, OK 09271"
72393,5.58,7,4,23997,1014430,"24595 Christopher Junction
New Roberttown, VA 17329-5074"
75034,5.29,7,2,27356,1373512,"Unit 8582 Box 3330
DPO AE 68542-2008"
81292,5.21,8,4,33098,1454750,"532 Cox Creek
West Edwinstad, WV 45014-6020"
55992,5.30,8,3,32033,1166600,"PSC 0628, Box 4719
APO AA 46946"
57109,7.12,6,2,43511,1093253,"9924 Hughes Mall Suite 073
Port Becky, NY 42776-5025"
82373,6.33,7,4,67702,2130762,"50114 Wendy Road
Joelport, OR 96203-3217"
67433,7.78,7,3,41030,1719762,"PSC 3850, Box 4156
APO AP 93044"
61088,5.81,6,2,40427,1019881,"9649 Caitlyn Meadows Suite 390
Mcdowellside, PA 20358"
69651,5.92,6,3,41608,1296645,"34284 Maria Key
West Mary, LA 23834"
64164,6.87,7,3,39355,1372879,"414 Ponce Trafficway
East Daniel, PA 37899-9523"
68607,5.93,7,3,36085,1117011,"2623 Christopher Mountains
New Ericfurt, IA 07112"
65740,6.20,7,4,27721,959735,"368 Hannah Centers
East Brittany, NY 60473"
50709,4.76,7,3,60200,1074825,"923 Bautista Views
Moniquemouth, MP 97118"
65084,3.52,8,3,39498,922054,"Unit 6318 Box 6858
DPO AA 84098"
58727,5.18,7,3,40771,1017374,"Unit 6719 Box 2139
DPO AA 32000"
58593,5.88,7,2,45695,1227402,"955 Brad Hills
West Robertside, NM 56475"
59467,6.50,7,3,44826,1226042,"61933 Sarah Landing
Farleyview, OK 34381-6999"
79620,4.75,8,3,36157,1411334,"8749 Zhang Mountains
East Jefferyfort, OK 42534-6471"
63135,6.68,8,6,27554,1317234,"15803 Robert Key Suite 514
East Lisa, PA 80155"
81700,6.78,5,4,33957,1250144,"9945 Frederick Prairie Suite 777
Porterville, ID 63454"
49863,6.78,10,5,42057,1389048,"USNS Howard
FPO AA 17082-9588"
66835,6.53,5,3,23524,792450,"738 David Courts Suite 621
Brittanymouth, ND 83070-7865"
81302,7.08,7,4,40860,1860682,"24488 Pierce Mill Suite 585
Williamhaven, CO 55473"
67350,5.63,8,4,26076,1110828,"84727 Ryan Fields
South Josephfort, OH 79576-3487"
77947,6.44,7,5,29661,1539129,"201 Charles Views
Annamouth, PW 44280"
59941,6.51,7,2,37853,1132780,"0076 Jennifer Trail Suite 299
Port Debbie, UT 33510"
69876,5.00,7,6,20039,839630,"Unit 7240 Box 7803
DPO AA 77851-4397"
74910,4.23,7,2,40194,1243239,"78595 Carl Points Apt. 859
Port Suzannestad, PR 35176"
62210,6.16,8,4,32530,1104109,"840 Kenneth Road Apt. 422
North Jamiebury, GU 27977"
83373,8.55,8,4,14502,1664302,"Unit 7072 Box 0519
DPO AA 59955"
59273,5.72,8,6,20353,818290,"4150 Ethan Parks
Jacquelinehaven, MD 09840-9998"
52916,6.64,8,4,36105,1062666,"93303 Williams Expressway Apt. 435
New Sheryl, FM 51033"
64715,5.15,5,4,23837,730044,"8656 Kim Run
Cardenasview, NC 44530"
63428,5.16,9,6,31690,1307174,"43885 Michael Lights Apt. 906
North Adam, AR 81654"
72886,7.64,5,2,36711,1464710,"0266 Hatfield Burg
Deborahhaven, OH 68256"
63780,5.04,6,4,32010,769852,"79718 Daniel Common Suite 368
East Sean, ND 25047-3039"
59710,6.32,6,3,39384,1012023,"319 Wang Mills
New Kevinview, AS 20982-6227"
68276,5.53,6,4,31383,866328,"8762 Christopher Views Apt. 442
West Madison, DC 99989-4103"
78557,6.16,6,3,34678,1222727,"8373 Adams Groves Apt. 581
Valenciafort, NM 75868-5023"
57472,5.97,7,5,35823,998702,"6984 Guerrero Causeway
Leeborough, VT 73485"
58584,6.95,9,6,39910,1644242,"7763 Kelly Forges Suite 419
Kennethfort, WV 13606-7075"
66537,6.35,9,6,53721,1817188,"Unit 1668 Box 0567
DPO AP 07464-3406"
78269,6.52,6,2,54955,1553976,"PSC 2046, Box 9503
APO AE 31086-6640"
70562,7.04,5,3,26073,850593,"34439 Julie Lock
West Kevin, AS 15672-4800"
65594,7.49,7,3,24581,1179987,"463 Avery Bypass
Tylerbury, NY 30504"
72493,6.61,8,4,40723,1554987,"7904 Moran Road Suite 869
New Timothybury, CA 14486-4596"
60757,6.49,8,5,35561,1281378,"86377 Vargas Burgs Suite 621
Jessicamouth, IN 55569-5931"
72921,5.40,8,3,35656,1125678,"625 Sparks Points Suite 055
New James, VT 73805-3854"
76135,7.25,8,3,34956,1705890,"76611 Michael Manors Apt. 869
Cookburgh, VA 93116"
56958,5.97,6,2,29499,783565,"1988 Jessica Fork
North Andrew, IA 58461"
54643,6.29,9,6,42987,1355363,"7218 Hancock Freeway Apt. 232
Port Jenniferberg, MH 83838-1210"
60019,6.65,5,3,35189,927181,"16801 Brittany Rest Apt. 325
Myersbury, NJ 85095-5060"
67417,5.73,6,3,36002,1058518,"12512 Daniel Lock Apt. 134
Lake Elizabeth, ND 44548"
56089,6.43,9,6,44797,1397564,"9346 Sean Centers Suite 263
Manuelstad, NJ 06399-8490"
70850,5.33,5,3,14732,635429,"621 Davis Green
Lake Stevenville, AS 41733-5352"
69692,4.61,6,4,41818,1104701,"1146 Madden Hollow Suite 350
Lake Jessicachester, IA 64137-8387"
68105,5.90,7,3,35008,1368135,"85978 Lauren Rapid Suite 923
Port Thomasborough, MS 02927-8640"
50521,7.37,7,5,36714,1204117,"34850 Ray Prairie Suite 604
Port Carlosstad, ME 81599-5651"
64900,5.31,7,3,21815,517938,"7191 Ian Streets Apt. 620
East Chad, OK 10140-6632"
78952,5.44,6,2,31055,1241183,"PSC 1520, Box 7020
APO AE 71780-5009"
77554,5.06,9,6,53406,1603627,"6995 Charles Fields
West Thomas, AL 63220"
56734,6.16,8,4,27982,1063206,"15315 Donald Rest
Matthewton, PW 88878-9848"
72828,7.18,4,4,39730,1269293,"977 Mendez Hollow Suite 831
Kristaton, DE 07073-5611"
76307,5.36,7,4,18042,1063399,"8801 Rodney Views Apt. 724
New Tonya, VT 87883"
57293,9.13,8,4,27992,1561314,"854 Brown Park Apt. 787
New Alexander, NH 99886"
65088,5.78,7,3,39863,1135613,"070 Kim Fork Suite 577
Foleytown, OK 41141"
67814,5.67,6,3,30254,1057347,"1949 Curry Plaza
Darlenestad, PR 25811"
52867,6.60,6,4,31926,772310,"160 Andrew Trace
Huangland, IA 01242"
55957,6.48,7,3,32845,989263,"08037 Carney Dale
Port Brandyview, AL 41518"
56226,5.90,7,4,35246,699323,"8433 Mckenzie Camp Apt. 999
Ellenfurt, PW 42672-3136"
71533,8.19,7,3,28635,1596343,"232 Richard Islands
East Robintown, NC 49498"
70514,4.44,7,5,52378,1499153,"45151 Wilson Spur
Baxterhaven, NH 27115"
54674,4.50,7,5,39161,770771,"825 Mueller Ford
New Shane, MI 37002-7573"
58412,5.67,8,6,22900,1055484,"2034 Erik Port Apt. 331
Port David, OR 90557-4698"
64862,6.40,8,5,25032,1240504,"950 Ellison Haven Suite 426
Port Annaburgh, ID 16828-6481"
82632,5.30,5,3,13163,900973,"0437 Martinez Lane
East Joseph, AK 09199-1914"
71500,5.53,7,3,27417,1035977,"47405 Martin Run Apt. 389
Lake Charles, FL 96293"
75035,5.78,6,3,25348,1086448,"247 Gray Loop
Guerreroburgh, MA 24294"
55447,6.89,8,5,37723,1366981,"92948 Woods Wall
New Staceyshire, TX 86313"
80196,6.68,7,3,48695,1616937,"USS Cline
FPO AE 69903"
60480,7.01,7,4,46362,1639945,"02885 Mckinney Meadow Suite 406
Ashleymouth, ND 26595"
40582,4.17,7,5,48820,509500,"834 Thompson Shoals Apt. 599
East Taylor, OK 24778-2378"
61933,6.69,7,4,34143,1200125,"7111 Woods Lights
Port Allenbury, MS 27607"
94393,7.04,8,6,41462,2142897,"76991 Brenda Drive
Rodriguezberg, MH 98017"
66236,6.32,6,4,45922,1301090,"8884 Larson Key Suite 171
Blakeview, WA 33784"
76772,7.47,8,4,35690,1860649,"619 Clark Knoll
Cathyland, TX 81648-3242"
75851,6.30,7,4,26832,1283997,"092 Nguyen Fort
Aguilarland, MO 95985"
60510,5.22,8,5,35377,947356,"4470 Stephanie Pike Suite 611
West Andrewview, CA 57736-5669"
62052,4.14,6,4,41723,875799,"5405 Nathaniel Summit
Michaelmouth, FM 84962"
61657,7.52,8,4,42286,1483041,"5339 Lopez Mountain
Williamsfort, NV 08346-3010"
92609,5.49,7,5,29421,1508856,"95811 Cindy Rapids Apt. 459
Thomashaven, MO 02207"
81038,5.02,7,2,35371,1302814,"038 Jones Forest
Brianhaven, NM 05635"
54013,6.46,7,5,21654,747396,"8942 Bowers Forges Apt. 573
Nathanberg, VA 30348-1606"
65573,6.06,9,3,58195,1723397,"89446 Jessica Station Apt. 364
New Michaelport, GA 28746-5966"
57336,5.26,7,6,41826,1059431,"84812 Boyd Port
Christensenborough, MO 21303-3504"
64098,6.58,8,3,43770,1309397,"37624 Beasley Knolls Apt. 509
New Nicole, MS 83916-9652"
65212,5.79,8,5,29583,981233,"2067 Aaron Fall
Alexanderside, MI 06586-6037"
65256,6.54,7,3,37875,1389764,"25358 Stevens Inlet
Olsonton, MD 97980-7025"
89489,5.25,7,6,49090,1599964,"Unit 3501 Box 8218
DPO AE 63996"
54416,6.82,8,3,38938,1208843,"2469 Stevens Gateway
Lake Michellefurt, MO 19185"
76675,7.15,9,6,43156,2059301,"619 Sherri Loaf Apt. 787
Scottton, CA 35799"
62702,5.78,8,3,47285,1272338,"0407 Bowman Drive
Michellefurt, MO 55493-7726"
72788,6.56,7,3,31766,1390377,"271 Melissa Rue
Port Blake, ID 78071-7206"
72415,6.27,7,4,28885,1212899,"771 Suzanne Light Apt. 855
North Anthony, MS 26234-8124"
73896,6.18,6,3,44257,1393483,"388 Earl Radial Suite 826
Richardchester, DC 95826"
87541,6.57,6,3,31045,1603046,"8588 Walker Via Apt. 226
Watersview, IN 23864-4168"
71844,5.75,7,4,27676,1063070,"65209 Jennifer Roads Apt. 115
New Lauren, IN 78818-0022"
74141,4.99,7,3,46905,1068493,"666 Peterson Harbor Suite 876
Hoodshire, NM 56769-5455"
74101,6.28,7,3,34629,1337974,"0896 James Rest Apt. 398
Olsonfort, PR 42737-3822"
42944,6.29,8,3,34469,889831,"53018 Hunt Ranch
Fletcherville, FM 11404"
71268,5.58,8,4,36795,1308232,"96391 Deborah Glens Apt. 970
East Nicole, ND 32805-3760"
72656,7.55,7,4,23623,1612102,"8608 Christopher Springs Apt. 416
Brownton, GU 32886-6900"
72531,4.66,6,4,15167,578161,"7522 Chavez Meadow
North Jason, FM 78402"
72260,6.89,6,2,45599,1454127,"89810 Rachel Inlet Apt. 187
Christyland, MO 11000-1430"
63594,8.02,8,6,40186,1684538,"722 James Plaza Apt. 832
South Christophershire, PR 59771-1651"
85696,6.39,5,4,24138,1347210,"34339 Hampton Turnpike
Mclaughlinborough, OK 38420"
80078,5.74,7,5,30774,1603343,"PSC 1954, Box 1271
APO AP 28196"
75340,5.41,7,5,49307,1383564,"USNS Jensen
FPO AP 08769"
54618,6.00,6,4,40674,705444,"8031 Pennington Mission
Port Nicholas, MA 07353"
66829,5.58,7,4,48777,1418046,"09952 Newman Club Suite 825
Amberland, RI 48384-8566"
82760,6.14,7,4,33839,1457756,"76850 Angela Ranch Suite 680
Gamblefurt, CO 31477-5548"
79769,7.12,8,5,22670,1617405,"202 Smith Knoll Apt. 637
North Joseph, ME 93313-2537"
46800,7.15,5,4,29587,456019,"219 David Overpass Apt. 605
East Shannonland, HI 53312-1726"
78186,5.50,7,4,28130,1348804,"1355 Anna Village
Markmouth, IN 91104-9758"
65091,5.35,9,5,49224,1579361,"614 Murphy Square
Jefferyberg, NH 38328"
51219,4.86,7,2,21092,385678,"57906 Acosta Villages Suite 474
North Josephshire, MH 62971-7674"
74096,5.91,7,3,32774,1121023,"688 Matthew Dale Suite 274
Lake John, FL 43555"
62769,5.57,8,4,43314,1178554,"63543 Jackson Knolls
Lake Lori, VT 96312"
64837,6.49,8,6,35164,1296468,"336 Tiffany Via
Christophertown, CA 97338-2426"
59142,5.63,4,2,29387,313652,"52281 Nathaniel Road Suite 762
New Ericchester, FL 44640-9252"
66699,4.79,8,5,51748,1530295,"169 Schneider Tunnel Apt. 560
Port Don, RI 23820"
75893,4.72,7,3,40909,1249914,"USS Barnett
FPO AA 60146-8106"
70031,4.62,9,4,36679,1270432,"67132 James Wall Apt. 108
Johnshire, GU 39221"
79757,3.96,6,2,45131,1123754,"9321 Caleb Locks
Port Jennifer, OK 91266"
60029,5.71,8,6,32818,1005087,"6194 Rios Spring
North Jeanette, WI 16894-6620"
70329,5.99,8,4,48077,1712282,"6942 Hebert Via
Charlesmouth, PA 12757-7878"
65908,5.51,6,3,33304,698458,"423 Destiny Fort
Gravesmouth, TN 13035-8269"
87068,6.43,7,4,16083,1322439,"USCGC Johnson
FPO AP 53323"
76327,7.08,7,3,42939,1599616,"185 Mitchell Turnpike
Lake Marciamouth, OH 69530-5024"
62316,6.68,6,3,47164,1142264,"83004 Kari Squares
Lake Rose, TX 01776"
63580,3.34,7,6,51246,1012769,"21810 Cross Mountains
Thomasmouth, HI 73708-6559"
66198,5.79,6,4,55849,1244917,"16466 Mason Roads Apt. 483
New Danaberg, RI 19799"
65984,5.56,6,2,40977,1016527,"99244 Murphy Trace
Jonesfort, MH 08157-7083"
70894,7.04,7,4,24878,1383566,"36848 Matthew Fork
South Melissa, CA 82348-6348"
78186,5.84,5,4,49618,1526370,"296 Cline Roads Apt. 767
Jessemouth, NE 63904"
59539,6.31,8,3,14404,961495,"531 Brian Lock
Davisview, MO 66345"
77163,5.05,8,6,27767,1228363,"8223 Henderson Plains Apt. 962
Garciaburgh, IN 38863-1765"
67082,6.24,9,4,40412,1674681,"6639 Mccullough Unions Suite 736
Merrittbury, AS 47809"
53121,6.81,9,5,36101,1411217,"52362 Garner Orchard
Christopherberg, UT 37093"
79095,6.67,7,3,23624,1476393,"84108 Michelle Port Apt. 163
North Bobby, PW 48245-3014"
71244,6.48,5,2,15769,751324,"245 Benjamin Valley Apt. 423
North Reneestad, VT 20890-3730"
79059,5.02,7,3,35074,1366714,"919 Sawyer Square Apt. 247
Port William, IA 71873"
84704,5.92,7,2,51170,1718626,"Unit 9191 Box 9148
DPO AP 40640"
73001,4.73,8,3,45338,1344869,"1725 Torres Drive
Rodriguezland, DE 09997-1021"
90972,5.40,7,3,24944,1442079,"3168 Jake Union Apt. 110
New Lisa, FM 38214-6178"
77362,6.03,5,3,24171,1000892,"719 Breanna Hills
Davidsonhaven, WY 33925-2459"
70850,6.43,9,5,42036,1553396,"457 Jones Court
Port Melinda, PA 73537-2284"
81248,7.94,7,4,48923,1969257,"52177 Benjamin Avenue Apt. 465
Port Aprilstad, AS 08005"
72173,5.64,7,2,42946,1435262,"951 Ann Locks Suite 590
Edwardsstad, OH 89516-4794"
46628,5.28,6,3,37303,718875,"Unit 8914 Box 7372
DPO AP 59681"
82114,6.74,7,2,51561,1883082,"5738 Carly Rue Suite 254
East Emma, VA 03733-4170"
62622,6.04,9,6,48900,1502443,"88628 Andrew Pines
Joshuafort, CO 48304-5880"
70607,6.84,5,3,58793,1513650,"98001 James Lakes Apt. 948
South Josephtown, MN 32946"
80336,6.05,5,4,56689,1410264,"USCGC Tyler
FPO AA 70076"
58765,5.51,5,4,30997,647692,"57034 Perez Cliff Apt. 139
East Christianville, WY 76686"
86850,5.69,6,3,45178,1675063,"6522 Mark Pines Suite 273
Clarkborough, MO 71914"
71919,7.91,7,5,23691,1336134,"23916 Jackson Run
New Michelleborough, WV 24268-8683"
75513,4.61,8,7,37175,1376241,"8593 Davis Court
Port Keith, VA 80809"
66359,6.55,8,6,32977,1680017,"637 Ian Motorway Apt. 029
West Jeffreyview, ME 13035-5854"
68638,6.45,6,2,25380,1186026,"813 Mason Burg
East Richard, MP 69145-2326"
86084,6.14,7,4,24447,1460045,"USS Mason
FPO AA 65492-7228"
55076,5.96,6,4,23795,650939,"541 Baldwin Orchard Apt. 917
Neilland, IL 40407"
74682,7.20,7,4,39294,1525691,"71906 Potter Turnpike Apt. 956
Port Matthew, MN 69112-7004"
69379,8.21,8,6,34613,1827476,"74689 Greer Stream Suite 365
West Matthew, TX 02902-3581"
61432,6.96,6,3,32912,860399,"06597 Greene Corners Apt. 209
Port Timothyberg, MS 80455-5427"
74086,5.89,8,5,32482,1574182,"0464 Bradley Ports Suite 645
Lanemouth, OR 49432"
54205,4.95,5,3,39735,333161,"449 Doyle Field
Kingview, MA 00689-4705"
60843,5.73,8,3,45258,1279681,"73921 Cynthia Junctions
Port Kennethville, FM 58422"
85429,6.34,7,3,36412,1594748,"63830 Jacob Prairie Apt. 334
Kristinashire, RI 38231"
76603,5.63,8,5,20927,1495375,"777 Hansen Isle
Vazquezfort, PW 27312"
65630,6.42,8,6,17609,954733,"8519 Bill Point Apt. 668
Jennifertown, PW 47261"
74227,6.99,7,2,25935,1426696,"1838 Robert Loaf
Elizabethstad, IA 77627-5234"
79671,6.30,7,2,35953,1468460,"Unit 3667 Box 2267
DPO AE 61231"
71816,5.49,9,6,41178,1607864,"93115 Hernandez Freeway Suite 114
New Katherineton, OR 54277"
54624,5.84,8,4,41940,888866,"0080 Joseph Club
Port Amy, NC 28150-6291"
61537,6.67,7,2,29347,1151342,"74054 Young Forge Apt. 988
East Heather, AK 49274-2640"
66358,6.38,7,6,38072,1045705,"2074 Smith Springs Suite 338
Richardsonchester, OR 20535-4560"
64958,5.08,8,4,49514,1279161,"65120 Reyes Tunnel Suite 330
West Rebeccaport, MS 37254"
86896,6.69,7,6,38043,1799455,"536 Phillips Fords Apt. 176
West Anthony, VA 58934"
90533,6.71,8,3,46611,2005167,"91071 Denise Freeway Suite 888
Melissaland, TX 63704-8729"
65940,7.48,8,6,29621,1492612,"57193 Mary Inlet
South Sarah, ND 33659-6734"
56506,5.30,8,3,30995,976482,"770 Cole Rest
Lunafurt, FL 70678-5139"
60564,5.67,8,5,49574,1247002,"435 Javier Corner
Cynthiafurt, IL 83098"
78607,7.03,5,3,51236,1426682,"41964 Christopher Station Suite 009
Flowersfort, DE 95607"
72747,5.67,7,3,35060,1171990,"0848 Keith Mill
Waltonside, CA 81957-8915"
76194,6.00,8,4,26736,1370910,"32090 Robert Square Apt. 919
New Nicholehaven, KS 16741"
70913,5.35,8,3,20798,1083072,"84121 Ward Ford Suite 273
Hoffmanport, MN 83454"
81923,6.13,7,2,21677,1065656,"446 Mills Route
South Cassandraburgh, AK 29833"
73313,7.24,7,4,32257,1492095,"8380 Samantha Summit Suite 590
Hollyborough, TN 60032"
48484,6.08,7,5,35848,936865,"3964 Daniel Station
Jasontown, NH 71994"
85009,6.47,7,3,48602,1966140,"196 Kelley Loop Suite 005
Angeltown, ID 16902-5142"
79029,7.41,5,4,48607,1558197,"8367 Vanessa Pass
East Williamshire, MI 45548-5315"
70301,5.81,6,3,49077,1280588,"390 Michael Port Suite 979
West Donna, MD 10261-3561"
46340,4.17,8,4,52124,853751,"41866 Anderson Radial
Port Emilybury, FM 51150"
68272,4.08,8,4,30938,978825,"36555 Hanson Alley
South Josestad, IL 91432"
60286,5.14,10,3,27370,1273554,"537 Samantha Greens
Avilaton, PA 17089-7225"
62672,5.54,6,4,31703,798659,"21986 Smith Path Suite 568
Deniseland, MO 01264"
66616,6.40,5,4,48604,1114128,"45643 Kennedy Rapid Suite 513
Warrenborough, PW 18980"
78431,4.56,7,3,23623,1108894,"840 Perez Locks Apt. 873
Fischerview, NY 27017-1359"
46647,6.33,7,3,34007,710269,"453 Tyler Prairie Apt. 400
Swansonton, VI 02880-4927"
72405,4.37,7,6,35063,1142128,"2313 Scott Oval Apt. 548
Lake Marc, NM 56060-8708"
66226,6.33,6,3,44385,1378270,"99101 Tyler Islands
Newtonborough, AL 02663-1084"
56106,7.00,7,3,46003,1140126,"90378 Johnson Villages Apt. 922
Murraymouth, FL 94296-8379"
65896,5.83,7,2,34170,999147,"8248 Sanford Fords Apt. 973
Christopherburgh, NM 32197"
71602,6.07,7,4,34787,1289201,"2334 Morgan Highway Apt. 273
Brownland, SC 27143"
57585,6.24,5,2,46725,973198,"5643 Jordan Keys
South Lindsayfort, KY 46709"
65076,6.72,8,6,30826,1511653,"46416 Anderson Brooks
Kathrynland, DE 39602"
69636,6.72,6,2,26312,1158677,"74700 Hardy Radial
East Lauraport, CA 80651"
62829,5.66,7,6,29278,1009094,"3751 Angela Drive Apt. 582
South Jasonchester, IN 48313"
57094,6.68,7,2,19379,861014,"Unit 4757 Box 3874
DPO AA 60431-7818"
72919,5.39,7,4,26625,1064372,"8562 Denise Garden Suite 588
Lake Luisbury, AZ 98355-7245"
92775,5.99,7,5,35016,1883469,"97943 Robbins Lodge
North Jessicaborough, FM 21168-1978"
59443,7.23,8,3,28100,1191341,"89675 Kelly Roads
New Richard, PA 14828-0201"
71677,5.23,7,3,38737,1300303,"9809 Carr Terrace Apt. 481
Austinfort, NJ 72675-4589"
77621,5.87,7,4,29116,1126042,"43829 Tonya Lake Apt. 645
New Carrie, CA 59152-5736"
95236,5.69,7,3,41525,1848511,"8493 Scott Greens Apt. 211
Saundersland, CT 88192"
73145,5.70,6,2,31750,1072875,"5169 Walker Vista
East Nicolemouth, FL 44286-6762"
62311,5.49,6,4,51602,1019128,"59911 Anderson Corner
Hatfieldfurt, NY 23873"
66854,5.02,7,4,41383,1210161,"USNV Bowers
FPO AE 55109"
70520,6.63,6,4,51639,1561234,"Unit 3833 Box 0744
DPO AA 72399"
94242,7.70,8,6,39140,2180066,"67636 Valerie Drive Apt. 521
Port Curtis, AZ 05188"
83664,4.95,8,4,39642,1665515,"634 James Ridge
Joannberg, OH 06034"
62241,5.29,7,3,55613,1307136,"2452 Newton Land
Harrellfort, NC 21836-9924"
74287,7.10,6,2,33439,1604208,"8181 Lindsey Port Suite 426
Lambertchester, PW 76810"
70218,5.58,6,4,38779,1057126,"716 Morrison Springs Suite 374
New George, GA 21037-4111"
35455,6.86,6,5,59636,1077806,"Unit 4700 Box 1880
DPO AP 18074"
80707,6.71,5,2,25433,1328525,"163 Pamela Landing
Fosterberg, WI 71392"
54922,4.82,6,3,49547,1017776,"028 Nelson Avenue
Lake Robertshire, MN 86622"
67259,6.37,7,2,50956,1443817,"6846 Williamson Knolls Apt. 151
Dannytown, LA 95505-3099"
77509,6.12,7,5,18264,1322010,"8788 Durham Meadow
New Ashley, ND 80433-7740"
57760,5.44,6,3,49698,1064940,"02322 Lee Corners Suite 340
North Melissachester, NM 76673-2500"
54234,5.22,7,6,37394,768542,"284 Brewer Cove Suite 667
Dianestad, NC 60001"
63439,5.64,9,6,32180,1244563,"06470 Mark Hill Apt. 141
Sarahberg, IA 52526-1002"
